"","Ia",""
"3989",3.95039536206016e-05,5.59559858364076e-05
"3990",3.28565237556168e-05,4.65402204074493e-05
"3991",2.37138253472134e-05,3.35900689809975e-05
"3992",3.29396616167324e-05,4.66579825560987e-05
"3993",3.96219354209593e-05,5.61231031696259e-05
"3994",2.60351368484527e-05,3.68780615326637e-05
"3995",2.30789941699513e-05,3.26908458757188e-05
"3996",3.29859841688792e-05,4.67235969850179e-05
"3997",2.3577769600442e-05,3.33973492862867e-05
"3998",3.258882592672e-05,4.61610349078522e-05
"3999",3.58483096111832e-05,5.07779346265445e-05
"4000",4.365870802775e-05,6.18410103826421e-05
"4001",4.76384643391452e-05,6.74781607583637e-05
"4002",2.39192052656985e-05,3.38809846978015e-05
"4003",2.63745613396147e-05,3.73588469901237e-05
"4004",5.19059611790763e-05,7.35228909681306e-05
"4005",6.22342959860317e-05,8.81525537290284e-05
"4006",2.63064721874142e-05,3.72624005786653e-05
"4007",5.2107281127587e-05,7.38080532616515e-05
"4008",1.79421296999993e-05,2.54147882440999e-05
"4009",1.58846156530816e-05,2.25004692968009e-05
"4010",2.02027338719063e-05,2.86167847759586e-05
"4011",4.80276893187901e-05,6.80294864864835e-05
"4012",5.2013497040144e-05,7.36752115554935e-05
"4013",3.25810180557271e-05,4.61499753058125e-05
"4014",2.97503705379746e-05,4.21405100514848e-05
"4015",3.29616268069983e-05,4.66890955528629e-05
"4016",3.27981315308483e-05,4.64575096695123e-05
"4017",3.95712228368846e-05,5.60512703600402e-05
"4018",1.77281148852559e-05,2.51116390889083e-05
"4019",3.95836319617423e-05,5.60688474572226e-05
"4020",2.92829487750507e-05,4.14784211045521e-05
"4021",3.62625795807042e-05,5.13646866380455e-05
"4022",4.33053563578868e-05,6.13405003884617e-05
"4023",3.9827077124328e-05,5.64136793750877e-05
"4024",5.73280501259189e-05,8.1203057722953e-05
"4025",3.28476164797684e-05,4.65276035331697e-05
"4026",3.20699471977041e-05,4.54260596212091e-05
"4027",2.88879274877743e-05,4.09188852659185e-05
"4028",2.04123869124929e-05,2.89137542453177e-05
"4029",5.67846599434353e-05,8.04333657768374e-05
"4030",3.95131743816368e-05,5.5969046726227e-05
"4031",5.67326159654849e-05,8.0359647420846e-05
"4032",2.9327100583179e-05,4.15409608202192e-05
"4033",1.31406251255365e-05,1.86137531370239e-05
"4034",2.35506470704628e-05,3.33589308745153e-05
"4035",3.61982891426602e-05,5.12736207239256e-05
"4036",2.04598557774328e-05,2.89809929713332e-05
"4037",3.54735540960897e-05,5.02471058773548e-05
"4038",2.92274583732505e-05,4.1399820610077e-05
"4039",3.27524203977414e-05,4.639276129656e-05
"4040",2.96814419296679e-05,4.20428747394268e-05
"4041",2.38700429107279e-05,3.3811347404018e-05
"4042",4.80312431219452e-05,6.80345203197016e-05
"4043",1.53097754971956e-05,2.16862097635827e-05
"4044",3.61348566377826e-05,5.11837707991725e-05
"4045",2.89387992141943e-05,4.09909435448531e-05
"4046",1.37383914594775e-05,1.94604917709216e-05
"4047",3.27567174345183e-05,4.63988479131189e-05
"4048",3.9668476442737e-05,5.61890269357343e-05
"4049",1.40391244936318e-05,1.98864814328801e-05
"4050",4.39104007830106e-05,6.2197524155133e-05
"4051",3.20492342374635e-05,4.53967203691608e-05
"4052",3.91820129743478e-05,5.5499968022285e-05
"4053",3.26775196493754e-05,4.62866667577995e-05
"4054",3.56017712752151e-05,5.0428721255697e-05
"4055",4.40021562129786e-05,6.23274924300616e-05
"4056",5.21971980410795e-05,7.39354172580971e-05
"4057",2.39289529026034e-05,3.38947919911049e-05
"4058",2.59313120468237e-05,3.67309965555795e-05
"4059",4.73593897384889e-05,6.70828618059138e-05
"4060",5.23348070064861e-05,7.41303352892143e-05
"4061",3.26058419840016e-05,4.61851376142163e-05
"4062",2.33031981695318e-05,3.30084254536008e-05
"4063",3.97557733125966e-05,5.63126799659527e-05
"4064",3.97616922133315e-05,5.63210638863298e-05
"4065",4.40114620307689e-05,6.23406737871085e-05
"4066",2.38361891152899e-05,3.37633943167147e-05
"4067",2.08126997011718e-05,2.94807895256775e-05
"4068",2.06265017435451e-05,2.921704374438e-05
"4069",3.99664096242883e-05,5.66110390698819e-05
"4070",3.94483794666462e-05,5.58772669651294e-05
"4071",3.22107386927616e-05,4.56254863143443e-05
"4072",2.29907823515901e-05,3.25658959544244e-05
"4073",2.65435877755225e-05,3.75982682974633e-05
"4074",3.93890347029934e-05,5.57932071554559e-05
"4075",2.61173602903723e-05,3.6994528777161e-05
"4076",2.92040831583817e-05,4.13667103173497e-05
"4077",2.65361021725887e-05,3.7587665146802e-05
"4078",5.23719708589151e-05,7.4182976517279e-05
"4079",3.2714905251864e-05,4.63396222801037e-05
"4080",2.97076904490823e-05,4.2080054982102e-05
"4081",4.37808491044651e-05,6.20140188454842e-05
"4082",2.6735299107627e-05,3.78698221026598e-05
"4083",2.34149132868881e-05,3.31666672324954e-05
"4084",4.33061952360688e-05,6.13416886293886e-05
"4085",2.95810261762731e-05,4.19006388281086e-05
"4086",4.75916407865021e-05,6.74118369165953e-05
"4087",2.91835443912754e-05,4.13376177680419e-05
"4088",3.27750127363531e-05,4.64247626289816e-05
"4089",2.33721332951623e-05,3.31060704023733e-05
"4090",4.31151293258666e-05,6.10710506039487e-05
"4091",2.36128897545452e-05,3.34470961403692e-05
"4092",3.63339884658991e-05,5.14658825768521e-05
"4093",3.26187917613567e-05,4.62034805638197e-05
"4094",2.91069930820563e-05,4.12291851281224e-05
"4095",2.0334128467568e-05,2.88029026756684e-05
"4096",3.6286779344047e-05,5.13990124298725e-05
"4097",2.58750955522527e-05,3.66513673916573e-05
"4098",5.24021166672097e-05,7.42256769443028e-05
"4099",4.38950361507366e-05,6.21757607046749e-05
"4100",3.25884021076144e-05,4.61604345815086e-05
"4101",2.89131802573558e-05,4.09546550587371e-05
"4102",2.88504649570116e-05,4.08658207115731e-05
"4103",4.75284210624758e-05,6.73222884944522e-05
"4104",3.60740928450983e-05,5.10977010222809e-05
"4105",2.95256899390523e-05,4.1822256703153e-05
"4106",4.77573970118358e-05,6.76466245182836e-05
"4107",2.63033948221098e-05,3.72580415753456e-05
"4108",3.20071999075261e-05,4.53371767492887e-05
"4109",2.91241920937139e-05,4.12535470137263e-05
"4110",2.66627313278238e-05,3.77670318503102e-05
"4111",4.34441355536356e-05,6.15370761529442e-05
"4112",2.6179779814114e-05,3.70829443160479e-05
"4113",2.6684430894579e-05,3.77977686869949e-05
"4114",1.85048530959745e-05,2.62118784345987e-05
"4115",7.96276948399701e-05,0.000112789608076435
"4116",2.39146947657095e-05,3.38745956830169e-05
"4117",6.79081059645712e-05,9.61892771607151e-05
"4118",4.80794284056251e-05,6.81027730255768e-05
"4119",3.63872240220594e-05,5.15412889671774e-05
"4120",3.64194077572905e-05,5.15868761551125e-05
"4121",3.91987756603543e-05,5.55237117883874e-05
"4122",4.76253043055219e-05,6.7459520054323e-05
"4123",5.18061929999338e-05,7.33815730159084e-05
"4124",3.20012524629144e-05,4.53287523838854e-05
"4125",5.661454702358e-05,8.0192407162737e-05
"4126",2.88213834908549e-05,4.08246276845704e-05
"4127",3.57302636481194e-05,5.06107264373355e-05
"4128",2.6448566101572e-05,3.74636727055088e-05
"4129",3.24921724683602e-05,4.60241283445608e-05
"4130",5.70911432098194e-05,8.08674879047965e-05
"4131",3.91404657307307e-05,5.5441117785897e-05
"4132",2.65427572745269e-05,3.75970919156463e-05
"4133",2.88871402155391e-05,4.09177701183441e-05
"4134",2.30682246584639e-05,3.26755911214581e-05
"4135",2.59554247088614e-05,3.67651514787444e-05
"4136",4.37715963772975e-05,6.20009126886923e-05
"4137",3.92075737731933e-05,5.55361740115283e-05
"4138",2.06182695516984e-05,2.92053830047333e-05
"4139",2.91732947720404e-05,4.13230994889535e-05
"4140",2.96176399130273e-05,4.19525010911296e-05
"4141",1.86285145308236e-05,2.63870431998261e-05
"4142",2.6650212012842e-05,3.77492985865354e-05
"4143",3.97771972709037e-05,5.63430262698409e-05
"4144",1.83483221052624e-05,2.59901543793281e-05
"4145",1.18936682262359e-05,1.68475900416738e-05
"4146",3.24646953101472e-05,4.59852078200488e-05
"4147",2.09890948768122e-05,2.97306498489794e-05
"4148",4.35486608197462e-05,6.16851324514625e-05
"4149",5.2305645797636e-05,7.40890295109811e-05
"4150",3.5631320615019e-05,5.04705769147657e-05
"4151",5.23888545006504e-05,7.42068915738887e-05
"4152",1.538623943682e-05,2.17945204983759e-05
"4153",2.62983558717644e-05,3.72509040407623e-05
"4154",4.36082935708969e-05,6.17696001090632e-05
"4155",1.39836814909327e-05,1.98079461763702e-05
"4156",3.63327920541072e-05,5.14641878994406e-05
"4157",3.23446614973591e-05,4.58151837254946e-05
"4158",3.30086630410122e-05,4.67557208895868e-05
"4159",3.24026827590229e-05,4.58973690051602e-05
"4160",2.66806201674172e-05,3.7792370897324e-05
"4161",4.75201748242478e-05,6.73106079996106e-05
"4162",2.91754057595833e-05,4.132608963967e-05
"4163",4.80828002635941e-05,6.81075491400358e-05
"4164",3.93329022338394e-05,5.57136974501944e-05
"4165",3.27346841521026e-05,4.63676384661129e-05
"4166",5.67883980411607e-05,8.04386606530085e-05
"4167",3.25425385651406e-05,4.60954703258037e-05
"4168",2.33807473240174e-05,3.31182719672232e-05
"4169",2.90013103413946e-05,4.10794886868679e-05
"4170",4.00831497221825e-05,5.67763953101326e-05
"4171",2.59104812028109e-05,3.67014902124098e-05
"4172",3.6355794877121e-05,5.14967706312683e-05
"4173",1.84615205891009e-05,2.61504985185577e-05
"4174",3.22403473309647e-05,4.5667426012562e-05
"4175",3.54618472997275e-05,5.02305235889109e-05
"4176",2.30418470515116e-05,3.26382278749804e-05
"4177",2.91930208995625e-05,4.13510409585957e-05
"4178",3.95845321032447e-05,5.60701224766015e-05
"4179",2.04204523136793e-05,2.89251787296179e-05
"4180",4.76455283366897e-05,6.7488166651302e-05
"4181",4.35523776503115e-05,6.16903972089272e-05
"4182",3.92775706740285e-05,5.5635322205482e-05
"4183",2.95349932537145e-05,4.18354345701164e-05
"4184",3.2737486396376e-05,4.63716077564111e-05
"4185",2.9111490409392e-05,4.1235555457782e-05
"4186",2.59712137899414e-05,3.67875162779573e-05
"4187",3.59620670144726e-05,5.09390203690219e-05
"4188",1.39072921946742e-05,1.96997404031592e-05
"4189",6.74526767459409e-05,9.55441789147027e-05
"4190",4.79805134885494e-05,6.79626636347099e-05
"4191",2.39223999489393e-05,3.38855098897993e-05
"4192",2.97883700872321e-05,4.2194335276466e-05
"4193",2.94851703679334e-05,4.17648619425742e-05
"4194",2.67070393053364e-05,3.78297928739498e-05
"4195",3.93197703828705e-05,5.56950966365312e-05
"4196",3.97132887744921e-05,5.62525020710951e-05
"4197",3.24448407307442e-05,4.59570844370566e-05
"4198",3.63370918372113e-05,5.14702783988407e-05
"4199",2.88997217622456e-05,4.09355915029481e-05
"4200",5.18614363873441e-05,7.34598232401078e-05
"4201",5.23223873925736e-05,7.41127433635654e-05
"4202",2.29949516597666e-05,3.25718016792864e-05
"4203",6.74732678719498e-05,9.55733454652704e-05
"4204",5.67285507785939e-05,8.03538892350506e-05
"4205",2.90919538103967e-05,4.12078824496298e-05
"4206",3.24259505812422e-05,4.59303271384888e-05
"4207",3.30037691598552e-05,4.67487888618226e-05
"4208",2.37712600516904e-05,3.36714238591303e-05
"4209",3.95751134388001e-05,5.60567812634071e-05
"4210",2.63343101913721e-05,3.73018323456621e-05
"4211",4.38475742148784e-05,6.21085325750245e-05
"4212",1.58974169678827e-05,2.25186022923558e-05
"4213",2.08114697034651e-05,2.94790472579051e-05
"4214",2.28493595505908e-05,3.23655758382253e-05
"4215",2.61515304343756e-05,3.70429298464951e-05
"4216",2.05022749990593e-05,2.90410789751608e-05
"4217",2.61979903724025e-05,3.7108739071073e-05
"4218",2.60457678631293e-05,3.6893120072628e-05
"4219",7.37818036078318e-05,0.000104509135299157
"4220",3.96642523485953e-05,5.61830436508233e-05
"4221",2.3045462809768e-05,3.26433495096762e-05
"4222",3.29750588663664e-05,4.67081216398097e-05
"4223",3.24003088480883e-05,4.58940064354991e-05
"4224",2.6561629235697e-05,3.76238235295595e-05
"4225",3.27660374816068e-05,4.64120494647676e-05
"4226",3.9990216203973e-05,5.66447602631325e-05
"4227",4.75264683624185e-05,6.73195225662419e-05
"4228",6.74916171094722e-05,9.5599336465647e-05
"4229",3.55754627842719e-05,5.0391456151493e-05
"4230",2.6609501452788e-05,3.76916332029404e-05
"4231",3.96183796484241e-05,5.61180665393833e-05
"4232",2.64244884477048e-05,3.74295673655527e-05
"4233",2.38542544300852e-05,3.37889834007871e-05
"4234",2.89411146797418e-05,4.09942233325472e-05
"4235",6.76673062529837e-05,9.58481934865414e-05
"4236",3.56528887490278e-05,5.05011274607424e-05
"4237",2.94133502412012e-05,4.16631308811452e-05
"4238",3.21380236048663e-05,4.55224876955492e-05
"4239",2.6142514611045e-05,3.7030159180676e-05
"4240",3.55748035272662e-05,5.03905223358264e-05
"4241",2.6249292158205e-05,3.71814066398314e-05
"4242",4.31599230598755e-05,6.11344993255554e-05
"4243",2.60344143734245e-05,3.68770381666524e-05
"4244",3.26111267884822e-05,4.61926233724332e-05
"4245",3.56721608916288e-05,5.05284258111047e-05
"4246",1.12060768101559e-05,1.58736047187502e-05
"4247",3.98670734935145e-05,5.64703328627428e-05
"4248",1.31791674228548e-05,1.86683484702243e-05
"4249",2.66069403234739e-05,3.76880054340202e-05
"4250",2.96392273001794e-05,4.19830789793668e-05
"4251",2.66026866300477e-05,3.76819801947928e-05
"4252",5.21276229827516e-05,7.38368667503488e-05
"4253",1.58269839900597e-05,2.24188343757248e-05
"4254",1.3488557138478e-05,1.91066003594161e-05
"4255",3.29232524186154e-05,4.66347394463625e-05
"4256",4.37715056535049e-05,6.20007841816879e-05
"4257",4.76369877804731e-05,6.74760692672637e-05
"4258",3.98916864234528e-05,5.65051962351677e-05
"4259",3.99150848498722e-05,5.65383393048058e-05
"4260",2.91880969989929e-05,4.13440664007088e-05
"4261",3.63545709574825e-05,5.14950369899086e-05
"4262",0.000101911530957107,0.000144353781291509
"4263",4.72900361072738e-05,6.69846249234415e-05
"4264",3.63723312400314e-05,5.15201938379787e-05
"4265",2.33692448583777e-05,3.31019790010862e-05
"4266",3.99506373637652e-05,5.65886982106189e-05
"4267",4.76021070240583e-05,6.74266619575212e-05
"4268",2.04951929790998e-05,2.90310474314201e-05
"4269",2.32190173535753e-05,3.28891853507447e-05
"4270",5.21283296392203e-05,7.38378677032121e-05
"4271",2.97868950902526e-05,4.21922459873606e-05
"4272",6.20401122488004e-05,8.78774997655325e-05
"4273",2.35744163299804e-05,3.33925994592812e-05
"4274",6.2204743517433e-05,8.81106937683502e-05
"4275",4.32375502375887e-05,6.12444554453073e-05
"4276",2.57451289765846e-05,3.64672733108714e-05
"4277",4.75952272932027e-05,6.74169170715546e-05
"4278",2.879090862129e-05,4.07814609433161e-05
"4279",2.58369808480451e-05,3.6597378961206e-05
"4280",3.9964085599498e-05,5.66077471694819e-05
"4281",2.93096914730912e-05,4.1516301336473e-05
"4282",2.60863819265575e-05,3.69506487766751e-05
"4283",3.9546441621315e-05,5.60161686232821e-05
"4284",2.9560051774264e-05,4.18709292149922e-05
"4285",4.77429173528038e-05,6.76261146134683e-05
"4286",2.92248290724632e-05,4.13960962841521e-05
"4287",4.36943418122514e-05,6.18914843628471e-05
"4288",3.21766766731874e-05,4.55772385424951e-05
"4289",3.61684618668201e-05,5.12313714306046e-05
"4290",4.35756674820938e-05,6.17233864220575e-05
"4291",1.60358867910029e-05,2.27147440678555e-05
"4292",2.9609303678557e-05,4.19406930643335e-05
"4293",1.83075599037135e-05,2.5932415265038e-05
"4294",3.55370367597193e-05,5.03370269631632e-05
"4295",4.34696186355221e-05,6.15731720264388e-05
"4296",3.91641160680516e-05,5.54746176723042e-05
"4297",3.22541727124621e-05,4.56870092275686e-05
"4298",1.34682241282977e-05,1.90777985613128e-05
"4299",3.5915177081887e-05,5.08726501799077e-05
"4300",2.08587575151955e-05,2.95460295210514e-05
"4301",3.63206460329002e-05,5.14469834653867e-05
"4302",2.3106343140361e-05,3.27295850351745e-05
"4303",4.38386969636021e-05,6.20959582669724e-05
"4304",2.57118509122009e-05,3.64201358476592e-05
"4305",3.22322798908259e-05,4.56559987391238e-05
"4306",4.38376780929906e-05,6.20945150732284e-05
"4307",2.30740505191993e-05,3.2683843313211e-05
"4308",3.56877957493498e-05,5.05505720681612e-05
"4309",4.35041508615672e-05,6.1622085688745e-05
"4310",5.22946102762076e-05,7.40733981013459e-05
"4311",1.36726936167526e-05,1.93674304885402e-05
"4312",1.80086745480217e-05,2.55090481380631e-05
"4313",3.25858398415123e-05,4.61568052127042e-05
"4314",1.62689085281335e-05,2.30448181119643e-05
"4315",2.91744020936019e-05,4.13246679768262e-05
"4316",4.73262159209043e-05,6.70358723064361e-05
"4317",2.66702575280126e-05,3.77776925049306e-05
"4318",3.60742042692645e-05,5.10978588506968e-05
"4319",2.33859982992249e-05,3.31257098474059e-05
"4320",3.61563147619982e-05,5.12141654813138e-05
"4321",2.08887062358882e-05,2.95884512995746e-05
"4322",2.34534126300064e-05,3.32212006267131e-05
"4323",3.58021656817493e-05,5.07125732817867e-05
"4324",2.60650602509052e-05,3.69204472094172e-05
"4325",5.73966326671293e-05,8.13002023364874e-05
"4326",3.97667682921104e-05,5.63282539782369e-05
"4327",2.65328518700593e-05,3.75830611826695e-05
"4328",4.34074052871607e-05,6.14850490449599e-05
"4329",6.80734562387409e-05,9.64234895624154e-05
"4330",3.60256057800095e-05,5.10290207982674e-05
"4331",3.59318463066792e-05,5.08962615837046e-05
"4332",3.9673638099906e-05,5.61963382466087e-05
"4333",5.6932385886347e-05,8.06426140713739e-05
"4334",2.8826657402021e-05,4.08320980219978e-05
"4335",2.12553820866618e-05,3.01078404675431e-05
"4336",2.88062565209894e-05,4.08032007841941e-05
"4337",2.61319879800611e-05,3.70152484973601e-05
"4338",2.08703855086244e-05,2.95625003468944e-05
"4339",2.96494049070728e-05,4.19974952551261e-05
"4340",2.35762005776411e-05,3.33951268032041e-05
"4341",3.26027437450636e-05,4.61807490568587e-05
"4342",5.21570677197079e-05,7.38785741358463e-05
"4343",3.54634033796818e-05,5.02327277245124e-05
"4344",3.29639675147991e-05,4.66924110913749e-05
"4345",1.34476554090429e-05,1.90486628802716e-05
"4346",3.98611776913018e-05,5.6461981660779e-05
"4347",2.6171462512898e-05,3.70711630875994e-05
"4348",3.58736169761726e-05,5.08137816692531e-05
"4349",4.00405623090434e-05,5.67160735319121e-05
"4350",3.56121918377028e-05,5.04434816365922e-05
"4351",2.04059694278979e-05,2.89046640028872e-05
"4352",3.24721451417602e-05,4.59957602706188e-05
"4353",4.76043144476919e-05,6.74297886919875e-05
"4354",2.36043262777688e-05,3.34349661813631e-05
"4355",2.92406974184667e-05,4.14185733216562e-05
"4356",2.91632287715227e-05,4.13088413002862e-05
"4357",2.94184915656712e-05,4.16704134134838e-05
"4358",2.92225476058564e-05,4.13928646549404e-05
"4359",3.5973638064438e-05,5.09554103548381e-05
"4360",2.65565139251493e-05,3.76165778328689e-05
"4361",4.77344794954732e-05,6.76141626986879e-05
"4362",2.05466052254059e-05,2.91038718796337e-05
"4363",3.91660423479239e-05,5.54773461812491e-05
"4364",3.21106821548356e-05,4.54837593976409e-05
"4365",2.02338332283499e-05,2.86608364123123e-05
"4366",4.73860124153118e-05,6.71205718540432e-05
"4367",3.23866597720843e-05,4.58746729515861e-05
"4368",2.63346707767887e-05,3.73023431049875e-05
"4369",2.62880492005479e-05,3.72363049244367e-05
"4370",3.61409762162864e-05,5.11924389675556e-05
"4371",4.40124688236275e-05,6.23420998730731e-05
"4372",2.6223037481803e-05,3.71442176127336e-05
"4373",4.37071332785468e-05,6.19096030169625e-05
"4374",3.25370459470901e-05,4.60876902062557e-05
"4375",2.9543543242837e-05,4.18475453739844e-05
"4376",2.96283938591308e-05,4.19677337341423e-05
"4377",2.96988409177109e-05,4.20675198855978e-05
"4378",2.93400048436901e-05,4.15592393192766e-05
"4379",2.94962755142495e-05,4.17805920501841e-05
"4380",2.6186932618585e-05,3.70930760668797e-05
"4381",5.20921258797277e-05,7.3786586411184e-05
"4382",2.63633851124565e-05,3.73430161717358e-05
"4383",2.03232136047781e-05,2.87874419840818e-05
"4384",3.91953186482957e-05,5.55188150501372e-05
"4385",3.56020115413811e-05,5.04290615847464e-05
"4386",6.24009483953246e-05,8.83886106006152e-05
"4387",6.18457915005708e-05,8.76022517299823e-05
"4388",1.86635590538904e-05,2.6436683296508e-05
"4389",2.65219770025326e-05,3.75676572319329e-05
"4390",2.61194993814135e-05,3.69975587407985e-05
"4391",2.34486592073674e-05,3.32144675177922e-05
"4392",3.5772318654296e-05,5.06702959579036e-05
"4393",1.86901376980252e-05,2.6474331589104e-05
"4394",2.11786900632598e-05,2.99992077202808e-05
"4395",3.9545416872573e-05,5.60147171020493e-05
"4396",2.92534201566517e-05,4.14365946997682e-05
"4397",2.66355166997532e-05,3.77284830815492e-05
"4398",5.21031419797802e-05,7.38021903112169e-05
"4399",3.2142126308829e-05,4.55282990457579e-05
"4400",2.89170050340961e-05,4.09600727405932e-05
"4401",4.34175329653525e-05,6.14993945386807e-05
"4402",2.87791525923033e-05,4.07648088798721e-05
"4403",3.61829104817295e-05,5.12518373884441e-05
"4404",2.64823859526087e-05,3.75115775986565e-05
"4405",4.33141412261974e-05,6.1352943840071e-05
"4406",3.92735840235159e-05,5.56296752526334e-05
"4407",4.39715584512472e-05,6.22841517982637e-05
"4408",3.21058970383628e-05,4.54769814317313e-05
"4409",5.69129476649093e-05,8.06150805549228e-05
"4410",2.97199769928729e-05,4.20974585038991e-05
"4411",3.99158011322046e-05,5.65393538941951e-05
"4412",4.00138993253736e-05,5.6678306335076e-05
"4413",4.39895431161971e-05,6.23096264309696e-05
"4414",2.9181676789945e-05,4.13349723666158e-05
"4415",2.30863875793213e-05,3.27013184624471e-05
"4416",3.59869033324113e-05,5.097420014093e-05
"4417",4.3940646872226e-05,6.22403666554975e-05
"4418",2.04817082994934e-05,2.90119466445969e-05
"4419",5.18691776387775e-05,7.3470788437723e-05
"4420",3.26408731634101e-05,4.62347581706913e-05
"4421",3.56706886999574e-05,5.0526340500463e-05
"4422",2.59422485870804e-05,3.67464878645291e-05
"4423",3.26741755479823e-05,4.62819299440518e-05
"4424",2.3432641279966e-05,3.31917785086119e-05
"4425",2.01956472334723e-05,2.86067466897779e-05
"4426",2.62439619384472e-05,3.7173856530131e-05
"4427",4.32153546955974e-05,6.12130162542473e-05
"4428",2.34420939931069e-05,3.32051680495849e-05
"4429",3.29468403712452e-05,4.6668151034641e-05
"4430",3.27183440609871e-05,4.63444932443567e-05
"4431",3.23987885538381e-05,4.58918529868389e-05
"4432",2.3140755604321e-05,3.2778329463504e-05
"4433",1.34933667753075e-05,1.91134132310807e-05
"4434",2.63075875294353e-05,3.7263980429964e-05
"4435",3.91656718099455e-05,5.54768213269935e-05
"4436",3.20729097843509e-05,4.54302560313482e-05
"4437",2.93772337419387e-05,4.16119729401574e-05
"4438",2.05088500431888e-05,2.90503923974736e-05
"4439",3.63465225779771e-05,5.14836367286904e-05
"4440",2.90211911739134e-05,4.11076492915094e-05
"4441",3.95109427362619e-05,5.59658856775621e-05
"4442",3.29803496918197e-05,4.67156159266018e-05
"4443",2.66511855356212e-05,3.77506775546549e-05
"4444",5.7451834498736e-05,8.13783936734665e-05
"4445",2.32243494813276e-05,3.28967381815739e-05
"4446",3.56784887372542e-05,5.05373889944173e-05
"4447",3.62096767352357e-05,5.12897508506131e-05
"4448",5.19312377430697e-05,7.35586942902849e-05
"4449",3.2155327965392e-05,4.55469987741156e-05
"4450",2.34132753272257e-05,3.31643471020003e-05
"4451",2.08224163780388e-05,2.94945530090167e-05
"4452",5.6903366966057e-05,8.06015098519453e-05
"4453",3.57467371502573e-05,5.06340606064012e-05
"4454",3.60098853458592e-05,5.10067533556014e-05
"4455",2.66963388820582e-05,3.78146360210813e-05
"4456",2.06147781267887e-05,2.92004374692469e-05
"4457",3.99984103060804e-05,5.66563669241413e-05
"4458",2.62343339715753e-05,3.71602187798346e-05
"4459",4.75004086430087e-05,6.72826099268288e-05
"4460",4.33089049540518e-05,6.13455268479487e-05
"4461",1.83245052251441e-05,2.59564180866555e-05
"4462",3.601635351195e-05,5.10159152856256e-05
"4463",6.18290288733496e-05,8.75785080985615e-05
"4464",3.27675458663323e-05,4.64141860439794e-05
"4465",2.94389262435778e-05,4.16993585235524e-05
"4466",5.18501436378205e-05,7.34438274762143e-05
"4467",1.3210481126553e-05,1.87127044688569e-05
"4468",3.20121253783504e-05,4.53441535214514e-05
"4469",3.64046074666217e-05,5.15659120368237e-05
"4470",4.74905763110046e-05,6.72686827881551e-05
"4471",4.35655498401432e-05,6.17090551443672e-05
"4472",2.35931937232653e-05,3.34191971855097e-05
"4473",3.62547505865333e-05,5.13535971421923e-05
"4474",1.76428519072964e-05,2.49908652037265e-05
"4475",4.80593520398005e-05,6.80743355818875e-05
"4476",3.30032418489765e-05,4.67480419426527e-05
"4477",5.6793971472757e-05,8.04465552112345e-05
"4478",3.60808761039821e-05,5.1107309270125e-05
"4479",2.04063444865051e-05,2.89051952661284e-05
"4480",3.57909582654415e-05,5.06966983485136e-05
"4481",2.35539292094343e-05,3.33635799454765e-05
"4482",2.33191858002772e-05,3.30310715483375e-05
"4483",2.66580567670939e-05,3.77604104641912e-05
"4484",3.62546358523447e-05,5.13534346252352e-05
"4485",2.89511271744103e-05,4.10084057317782e-05
"4486",2.30317399798966e-05,3.26239114508749e-05
"4487",3.59003743106652e-05,5.08516825456671e-05
"4488",2.95322490149794e-05,4.18315474380264e-05
"4489",5.265175663757e-05,7.45792827657905e-05
"4490",3.20896702796775e-05,4.54539967420589e-05
"4491",3.24092146963283e-05,4.59066212874985e-05
"4492",1.76960478321983e-05,2.50662165308841e-05
"4493",3.28022842265461e-05,4.64633918315082e-05
"4494",2.2926920281098e-05,3.24754368658513e-05
"4495",2.8990671896149e-05,4.10644196473659e-05
"4496",1.87236199997017e-05,2.65217588197025e-05
"4497",2.93414839739842e-05,4.15613344630986e-05
"4498",4.36543766830333e-05,6.18348751878921e-05
"4499",3.93981705073869e-05,5.58061477070864e-05
"4500",3.97026920898259e-05,5.62374922297086e-05
"4501",1.81349387564305e-05,2.56878997105801e-05
"4502",4.00790459277902e-05,5.67705824284826e-05
"4503",5.23991061686589e-05,7.42214126839989e-05
"4504",3.95507058791271e-05,5.60222087973297e-05
"4505",6.24672814603828e-05,8.84825688928885e-05
"4506",2.65111143469165e-05,3.75522705790297e-05
"4507",1.79148795584189e-05,2.53761887799473e-05
"4508",2.08693312322325e-05,2.95610069849545e-05
"4509",1.57518296093532e-05,2.23123786461531e-05
"4510",3.91757460688076e-05,5.5491091166915e-05
"4511",2.60314506000825e-05,3.6872840063209e-05
"4512",4.81141642463276e-05,6.81519750834634e-05
"4513",3.6284829024856e-05,5.13962498677709e-05
"4514",3.29089544705509e-05,4.6614486855505e-05
"4515",4.38001649537355e-05,6.20413790544726e-05
"4516",2.88767288268725e-05,4.09030226976956e-05
"4517",3.28717300226129e-05,4.65617596033004e-05
"4518",3.59630495698055e-05,5.0940412124137e-05
"4519",2.92558364956104e-05,4.14400173716323e-05
"4520",2.94433205239068e-05,4.17055828902087e-05
"4521",2.97045897002774e-05,4.20756628641611e-05
"4522",4.7440600176517e-05,6.71978934214407e-05
"4523",3.21573709004477e-05,4.55498925269123e-05
"4524",4.78896171378162e-05,6.78339094662408e-05
"4525",2.8831211853914e-05,4.08385492668834e-05
"4526",6.74475812871471e-05,9.55369613901947e-05
